"id","score","title","content","channel_id","store_name","store_detail","author","author_link","author_at","capture_img","usable","created_at","updated_at","is_insulting","is_defamatory","post_reply_ai_recommend_id","post_reply_id","store_channel_id","active_tags","treatment","enhanced_content","keywords","message_id","can_reply"
NAVER_MAP_67c0634500ee13e3a9cd79b5,7,"",전 치과공포증이 진짜 심한사람인데 ㅠ 인생치과 만났어요. 의사선생님 진짜 친절+ 꼼꼼 하시고 직원분들도 친절하시고 치과공포증  트라우마가 점점 사라지고 있어요~,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,JenSY,https://m.place.naver.com/my/5db4066d8f87a842bc3ca81c/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=67c0634500ee13e3a9cd79b5&v=2,2025-02-27 09:00:00.000 +0900,"",true,2025-02-28 03:03:14.394 +0900,2025-02-28 11:50:16.472 +0900,false,false,149963,183610,597,,,,,,true
NAVER_MAP_6785b3ec437475590ba2fa4c,8,"","원장님이 엄청 꼼꼼하고 친절합니다. 여기 다닌 지 3년 차 되었는데, 앞으로 쭉 다닐 생각입니다",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,for U,https://m.place.naver.com/my/631012432106e60006815d67/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6785b3ec437475590ba2fa4c&v=2,2025-01-13 00:00:00.000 +0900,"",true,2025-02-03 14:43:56.413 +0900,2025-02-07 11:03:25.789 +0900,false,false,149685,165731,597,,,,,,true
NAVER_MAP_679b89aea19d0d5d456c041d,7,"",원장님 친절하고 과잉 없어 좋네요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,lov****,https://m.place.naver.com/my/5ccd1c2da326bd22fbdd1a92/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=679b89aea19d0d5d456c041d&v=2,2025-01-06 00:00:00.000 +0900,"",true,2025-02-03 14:43:56.431 +0900,2025-02-07 11:07:19.531 +0900,false,false,149686,165732,597,,,,,,true
NAVER_MAP_677ab103215c3f84fe9e5826,7,"","원장님, 간호사선생님들 모두 한결같이 늘 친절하게 대해주셔서 맘편히 진료받았습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,네잎클로버2114,https://m.place.naver.com/my/5ca892de2134117fe4de616b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=677ab103215c3f84fe9e5826&v=2,2025-01-04 00:00:00.000 +0900,"",true,2025-02-03 14:43:56.444 +0900,2025-02-03 14:43:56.454 +0900,false,false,,157569,597,,,,,,true
NAVER_MAP_6766a4e0573184169d24f12f,3,"",친절해서 좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,네잎클로버2114,https://m.place.naver.com/my/5ca892de2134117fe4de616b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6766a4e0573184169d24f12f&v=2,2024-12-21 00:00:00.000 +0900,"",true,2024-12-22 10:01:03.979 +0900,2024-12-22 10:08:54.543 +0900,false,false,148295,86226,597,,,,,,true
NAVER_MAP_676530e18dba04fdcb70f9d8,10,"",딸아이가 먼저방문하여잔료를보앗어요 과잉진료없고 정말환자의입장에서상담해주셔서 좋앗구 그래서 우리부부함께 스캘링예약해서오늘받앗네요 저는 정은하 간호사님께서해주셧는데 아주 손길이 편안햇구요 적극추천합니다 꼼꼼하게 봐주셔서 믿음이가고 우리가족 앞으로여기로안착해야할듯합니다 동탄에서찾아보기힘든 숨은 병원입니다 데스크간호사님들도 친절하세요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,시티헌터2195,https://m.place.naver.com/my/5b93d273ad8886206d81ec49/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=676530e18dba04fdcb70f9d8&v=2,2024-12-20 00:00:00.000 +0900,"",true,2024-12-21 10:01:03.425 +0900,2024-12-21 19:08:05.470 +0900,false,false,146993,86224,597,,,,,,true
NAVER_MAP_6754eebdce65d589c748be10,7,"",항상 모든분들이 친절히 응대해주시고 자세히 이야기해주셔서 맘편히 진료받았어요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,네잎클로버2114,https://m.place.naver.com/my/5ca892de2134117fe4de616b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6754eebdce65d589c748be10&v=2,2024-12-07 00:00:00.000 +0900,"",true,2024-12-08 10:00:15.295 +0900,2024-12-08 13:14:55.664 +0900,false,false,134796,83718,597,,,,,,true
KAKAO_MAP_11562030,10,"","내이튼치과에서의 경험이 정말 좋았습니다. 주차가 매우 편리하고, 직원분들이 친절하게 대해주셔서 편안하게 치료를 받을 수 있었습니다. 치료 효과도 좋았고, 깔끔한 환경 덕분에 더욱 안심이 되었습니다.",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,YB KIM,https://place.map.kakao.com/1417935752,2024-12-05 00:00:00.000 +0900,"",true,2024-12-05 12:00:43.626 +0900,2025-07-13 21:05:55.270 +0900,false,false,134092,303426,598,,,,,,true
NAVER_MAP_6750304e8cf0f4588bf972b9,8,"","임플란트 후 만족했고 이번엔 잇몸이 아파서 방문했는데 친절하게 응대해주시는 간호사님, 원장님 정말 편안해서 좋은 치과예요.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,네잎클로버2114,https://m.place.naver.com/my/5ca892de2134117fe4de616b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6750304e8cf0f4588bf972b9&v=2,2024-11-27 00:00:00.000 +0900,"",true,2024-12-14 20:00:29.543 +0900,2024-12-16 14:51:34.486 +0900,false,false,143989,83907,597,,,,,,true
NAVER_MAP_67344b3a851452d658b17060,8,"","지인 추천으로 치료받고 있는데, 원장님 친절하시고 꼼꼼하게 진료 봐 주세요~ 간호사분들, 데스크분들 다들 친절하세요~~ 정기적으로 검진받으러 와야겠어요!!",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,ssh****,https://m.place.naver.com/my/5d14659d2e588f571e8f0788/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=67344b3a851452d658b17060&v=2,2024-11-13 00:00:00.000 +0900,"",true,2024-11-13 16:00:18.348 +0900,2024-11-20 11:56:06.436 +0900,false,false,121265,78477,597,,,,,,true
NAVER_MAP_676dfdfd56777f6d6dc2a0b5,9,"","긴 치료를 받고 이제야 리뷰를 쓰네요. 다른 병원에서 신경치료만 10번 넘게 받다가 이빨은 아픈데 마무리 하자고 하길래 이건 아니다 싶어 인터넷 다 뒤져서 내이튼치과로 와서 이어서 치료를 받았습니다. 원장님께서 바로 나머지 신경을 찾아주셨고 이젠 아프지 않습니다. 친절하고 신경써서 해주시는게 처음부터 여기 왔더라면.. 시간+비용 안들었을텐데 후회하지만 그래도 여기서 치료를 받을 수 있어서 다행이라고 생각합니다. 저는 충치 생겨도 계속 여기서 받을 생각입니다 
원장님 너무 감사합니다ㅠㅠ",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,kkimilli,https://m.place.naver.com/my/5c7a46da46ba6ea266454bf7/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=676dfdfd56777f6d6dc2a0b5&v=2,2024-11-12 00:00:00.000 +0900,"",true,2025-02-03 14:43:56.470 +0900,2025-02-03 14:43:56.483 +0900,false,false,,157570,597,,,,,,true
NAVER_MAP_672b34f9f645ff971df6135b,8,"",치과 트라우마 없애주셨어요 다들 친절하시고 많이 떨었는데 정말 편했어요 앞으로 여기만 믿고 갈 수 있겠어요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,효니4750,https://m.place.naver.com/my/5dc531c38f87a842bca60e20/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=672b34f9f645ff971df6135b&v=2,2024-11-06 00:00:00.000 +0900,"",true,2024-11-06 19:00:13.635 +0900,2024-11-20 11:57:03.222 +0900,false,false,121266,78447,597,,,,,,true
NAVER_MAP_6728c4b315b6fb3c80fb45f6,1,"",굿,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,벤자민차차,https://m.place.naver.com/my/5ea463388f87a842bc0087c1/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6728c4b315b6fb3c80fb45f6&v=2,2024-11-04 00:00:00.000 +0900,"",true,2024-11-05 10:00:23.708 +0900,2024-11-05 19:15:33.837 +0900,false,false,120000,78311,597,,,,,,true
NAVER_MAP_671c5cbe5a81c0c5a45cb0e6,1,"",굿,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,벤자민차차,https://m.place.naver.com/my/5ea463388f87a842bc0087c1/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=671c5cbe5a81c0c5a45cb0e6&v=2,2024-10-26 00:00:00.000 +0900,"",true,2024-10-26 13:00:24.169 +0900,2024-10-26 13:06:37.340 +0900,false,false,117201,75837,597,,,,,,true
NAVER_MAP_6718c09d42f86916c29c03c8,7,"",의사선생님뿐만 아니라 모든 직원분들도 항상 친절해요~,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,러브아이84,https://m.place.naver.com/my/5ef5b9a28f87a842bce56143/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6718c09d42f86916c29c03c8&v=2,2024-10-19 00:00:00.000 +0900,"",true,2024-11-14 17:00:25.876 +0900,2025-02-13 21:20:33.394 +0900,false,false,149802,78476,597,,,,,,true
NAVER_MAP_670e6ec5caacc360c42a9b6c,7,"","맘카페에서 추천해주셔서 갔는데요~
정말 친절하고 , 꼼꼼하세요~ 👍",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,aarrit,https://m.place.naver.com/my/5d10190c0185213f46a1c0b2/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=670e6ec5caacc360c42a9b6c&v=2,2024-10-10 00:00:00.000 +0900,"",true,2024-10-21 12:00:43.744 +0900,2024-10-31 12:13:49.402 +0900,false,false,117941,75355,597,,,,,,true
NAVER_MAP_67066c7177ef0fa0cea092ab,10,"","타병원에서 임플란트 발치 후 무서워서 1년간 고민하다 엄청 써치 후에 방문했는데 진짜 너무 만족합니다.
여자 원장님 진짜 너무 친절하시고 임플란트 2개 하는데  통증이 아예 없이 너무 빨리 해주셨어요.
발치도 안아프게 잘 해주셨구요.
임플란트 무서워서 잠도 못자고 걱정했었는데 진짜 너무 만족합니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,choi120479,https://m.place.naver.com/my/5b77e171a2e1422e999e5d4e/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=67066c7177ef0fa0cea092ab&v=2,2024-10-05 00:00:00.000 +0900,"",true,2024-10-11 11:18:41.229 +0900,2024-10-11 17:23:57.499 +0900,false,false,109846,72322,597,,,,,,true
NAVER_MAP_66ed7eb1c0c34b72bb3294e5,7,"",과잉 진료 없고 의사쌤 정말 친절하세요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,me914,https://m.place.naver.com/my/5d3861b6348dd680583d94bc/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66ed7eb1c0c34b72bb3294e5&v=2,2024-09-20 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.057 +0900,2024-10-01 09:44:38.728 +0900,false,false,106384,52066,597,,,,,,true
NAVER_MAP_67664a825d46b6885f487bf3,1,"",좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,aen****,https://m.place.naver.com/my/62b7925a4181f4d028446fa4/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=67664a825d46b6885f487bf3&v=2,2024-09-19 00:00:00.000 +0900,"",true,2024-12-24 18:34:24.654 +0900,2024-12-24 18:34:24.667 +0900,false,false,,95473,597,,,,,,true
NAVER_MAP_67664ade06ceb6a79d4c688c,1,"",좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,aen****,https://m.place.naver.com/my/62b7925a4181f4d028446fa4/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=67664ade06ceb6a79d4c688c&v=2,2024-09-11 00:00:00.000 +0900,"",true,2024-12-24 18:34:24.678 +0900,2025-01-13 18:29:11.188 +0900,false,false,148853,95474,597,,,,,,true
NAVER_MAP_66df946cfe9e4f94b48a2362,9,"","밤에 어금니가 아파서 밤에 인터넷으로 검색하고 찾은 곳이였어요
치과도 아무곳에 가면 안된다는 과거 경험이 있어서 의사선생님 이력과 블로그를 꼼꼼히 읽고 다행히 오후에 진료가 가능해서 방문했는데 치아보존과전문의 이셔서 최대한 이를 살려보려고 꼼꼼하게 봐주셨고 무엇보다 마취주사가 생각보다 너무 안아프게 놔주셔서 좋았어요~
(겁이 엄청 많거든요^^;)
과잉진료한다는 생각도 전혀 안들었습니다~",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,서지연 세무사,https://m.place.naver.com/my/5b8781b16c69b617db04f68f/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66df946cfe9e4f94b48a2362&v=2,2024-09-09 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.066 +0900,2024-09-27 23:53:07.251 +0900,false,false,69132,36681,597,,,,,,true
NAVER_MAP_66e238a1073145800ae10e7f,9,"","직원들도 친절하고
원장님께서 완전 화통하시고 시워시원!
친절을 말모!
앞으로 계속 치료예정이지만,
내이튼으로 계속다닐꺼예요,
과잉진료없고 치료받는 내내 기분 좋았습니다!",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,꽃율9136,https://m.place.naver.com/my/5d94469d8f87a842bc48b262/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66e238a1073145800ae10e7f&v=2,2024-09-07 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.077 +0900,2024-10-01 09:46:17.867 +0900,false,false,106385,52067,597,,,,,,true
NAVER_MAP_66fa8ec7701a2d5ab961a95b,6,"",원장님 좋아요 여자분이라 세심하게 잘봐주시는것 같습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,win****,https://m.place.naver.com/my/5c3461ee04aa4284b216d7b1/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66fa8ec7701a2d5ab961a95b&v=2,2024-09-03 00:00:00.000 +0900,"",true,2024-10-21 12:00:43.765 +0900,2024-10-26 13:09:23.087 +0900,false,false,114856,75838,597,,,,,,true
NAVER_MAP_66d5b692bb73a34186b1701a,7,"","원장님께서 설명도 자세하게 잘해주시고
질문에 답도 잘해주시네요",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,양늘씨,https://m.place.naver.com/my/5cfca10aab2ab434f6002e8b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66d5b692bb73a34186b1701a&v=2,2024-09-02 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.087 +0900,2024-09-27 23:18:01.092 +0900,false,false,,36682,597,,,,,,true
NAVER_MAP_66dd644130afda3799c0dce6,1,"",좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,psj****,https://m.place.naver.com/my/5efe4fbc670bd5c7e120a2ca/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66dd644130afda3799c0dce6&v=2,2024-09-02 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.094 +0900,2025-01-13 18:28:01.022 +0900,false,false,148852,36683,597,,,,,,true
NAVER_MAP_66d5809828369c6ddb830e8d,7,"","과잉진료없구요. 상세히 체크해서 시술전후 시술중에도 상세히 설명해주시고 친절하십니다. 무엇보다 처음부터 끝까지 원장님이 대부분 시술해주시구요. 치과다녀보면.. 그래도 페이닥터에게 맡기는건 괜찮은데  위생사에게 잔업 많이 맡기는데도 많거든요. 여기는 대부분 원장님이 하셔서 진심으로 하시는 것 같았습니다. 시술시 턱관절받쳐주는거나 감염예방 작업등도 꼼꼼히 다 해주시고, 이것도 안하고 그냥하는데가 아직도 있답니다.  시술도 당연히 꼼꼼히 잘하십니다. 추천드립니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,mar****,https://m.place.naver.com/my/5ee3ad198f87a842bc41a6fc/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66d5809828369c6ddb830e8d&v=2,2024-09-02 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.100 +0900,2024-09-27 23:57:58.132 +0900,false,false,69459,36684,597,,,,,,true
NAVER_MAP_66d5381059ce4c776dfce5a4,9,"","과잉진료 안하는 친절한곳이네요.
윤민정 원장님께 받았습니다. 
진료도 꼼꼼히 잘봐주셨어요 
완전 추천합니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,ziqifp,https://m.place.naver.com/my/5d8f08468f87a842bc1c98ed/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66d5381059ce4c776dfce5a4&v=2,2024-09-02 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.113 +0900,2024-09-27 23:56:23.423 +0900,false,false,69338,36685,597,,,,,,true
NAVER_MAP_66fa0acf130dc00755725f53,7,"","친절하고 신경써서 봐줍니다
주차도 편하고요",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,SunSeoFam,https://m.place.naver.com/my/608e7146a64e8306f045bed4/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66fa0acf130dc00755725f53&v=2,2024-09-02 00:00:00.000 +0900,"",true,2024-10-21 12:00:43.775 +0900,2024-10-26 13:12:13.086 +0900,false,false,114857,75839,597,,,,,,true
NAVER_MAP_66c8499c840647b56276cae0,1,"",친절해요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,연서짱90,https://m.place.naver.com/my/5dc3d64b8f87a842bcb8dd01/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66c8499c840647b56276cae0&v=2,2024-08-23 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.121 +0900,2024-09-27 23:18:01.125 +0900,false,false,,36686,597,,,,,,true
NAVER_MAP_66c6f822a2c26ad67449d943,6,"",선생님들이 항상 친절하셔서 좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,수호128,https://m.place.naver.com/my/5e2af4b78f87a842bc57e433/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66c6f822a2c26ad67449d943&v=2,2024-08-22 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.127 +0900,2024-09-27 23:18:01.132 +0900,false,false,,36687,597,,,,,,true
NAVER_MAP_66c053d18968199f88151802,7,"",선생님도 꼼꼼히봐주시고 설명도 자세히해주세요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,hee****,https://m.place.naver.com/my/5e64c7538f87a842bc77996e/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66c053d18968199f88151802&v=2,2024-08-17 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.135 +0900,2024-09-27 23:18:01.139 +0900,false,false,,36688,597,,,,,,true
NAVER_MAP_66bbf3eded96c51947ff8906,8,"","충치 신경치료  받았는데, 마취할 때 따끔한 거 외엔 정말 하나도 안아팠어요. 그리고 치료과정은 볼 수없지만 엄청 꼼꼼하신 게 느껴집니다.
오픈형이 아닌 1인실로 프라이빗한 환경에서 치료 받아서 만족스러웠습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,키다리A저씨,https://m.place.naver.com/my/5d8ed75b8f87a842bc9b7b88/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66bbf3eded96c51947ff8906&v=2,2024-08-12 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.142 +0900,2024-09-27 23:18:01.149 +0900,false,false,,36689,597,,,,,,true
NAVER_MAP_66b6215d65cd87e15002f60f,0,"",진료를꼼꼼하게합니다,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,금여사88,https://m.place.naver.com/my/615672294f4bb2a9e0821192/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66b6215d65cd87e15002f60f&v=2,2024-08-02 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.151 +0900,2024-09-27 23:18:01.155 +0900,false,false,,36690,597,,,,,,true
NAVER_MAP_66b9fb07bbcb797146918975,6,"",친절하고 판단할 수 있게 친절하게 설명해 주셨어요.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,희망전파자,https://m.place.naver.com/my/5d59136e7522c28e20d48e97/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66b9fb07bbcb797146918975&v=2,2024-08-01 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.157 +0900,2024-09-27 23:18:01.161 +0900,false,false,,36691,597,,,,,,true
NAVER_MAP_66aab24044346859a9346d68,7,"",꼼꼼하게 잘 봐주시고 이해하기 쉽게 설명 잘 해 주시네요.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,무원이78,https://m.place.naver.com/my/5f0593192f90b7de353818c3/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66aab24044346859a9346d68&v=2,2024-07-31 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.164 +0900,2024-09-27 23:18:01.168 +0900,false,false,,36692,597,,,,,,true
NAVER_MAP_66ac96baf7f503ff4fae6048,1,"",좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,무병장수만사형통,https://m.place.naver.com/my/5efe6a93493ad9a9a0ebb31e/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66ac96baf7f503ff4fae6048&v=2,2024-07-24 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.178 +0900,2024-09-27 23:18:01.181 +0900,false,false,,36694,597,,,,,,true
NAVER_MAP_66ac9758d0844a4c9fce38e8,1,"",좋습니다,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,psj****,https://m.place.naver.com/my/5efe4fbc670bd5c7e120a2ca/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66ac9758d0844a4c9fce38e8&v=2,2024-07-24 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.171 +0900,2025-06-02 12:28:59.261 +0900,false,false,150936,36693,597,,,,,,true
NAVER_MAP_66a0f438589fee9a3a6150b8,7,"","임플란트했는데 아프지않게 잘해주시네요
환자를 배려해주시는 의사쌤이세요",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,나나8771,https://m.place.naver.com/my/5c9c6476a4170d28f70a11b0/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66a0f438589fee9a3a6150b8&v=2,2024-07-19 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.184 +0900,2025-06-02 12:29:27.313 +0900,false,false,150937,36695,597,,,,,,true
NAVER_MAP_669ca809270dee9e83c400cd,6,"",원장님 친절하시고 세심하세요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,봄여름 가을겨울,https://m.place.naver.com/my/5da7c02c8f87a842bc22a256/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=669ca809270dee9e83c400cd&v=2,2024-07-11 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.192 +0900,2024-09-27 23:18:01.196 +0900,false,false,,36696,597,,,,,,true
NAVER_MAP_668fa3c94df61f84c3a3b2d7,8,"","진짜 치과 싫어하는 사람 입니다.
수면마취하고 치료하려고 알아보다가 
어느날 갑자기 아파서 어쩔수 없이 방문했었는데…
그후로 쭈~욱 다니고 있습니다. 
원장님 진짜 하나도 안아프게 치료해 주시고 
치료하다 움찔이라도 하면 아프냐고 물어봐주시고 
곧 끝나니 참으라는 그런 말도 안되는 소리없이
바로 안아프게 다른 방법으로 치료해 주십니다.
치과는 안아픈게 최고!!!",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,기어 세컨,https://m.place.naver.com/my/5c1e7dc3449af104280db10b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=668fa3c94df61f84c3a3b2d7&v=2,2024-07-11 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.199 +0900,2024-09-27 23:18:01.205 +0900,false,false,,36697,597,,,,,,true
NAVER_MAP_66e7b82d29975b11e0140e05,7,"",직원분들도 참 따스하고 진료도 너무 좋아요!,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,Ti n,https://m.place.naver.com/my/5b7c4d387ffe1201dcfd50bb/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66e7b82d29975b11e0140e05&v=2,2024-07-08 00:00:00.000 +0900,"",true,2024-09-27 23:18:04.937 +0900,2024-09-28 09:14:32.702 +0900,false,false,94539,52070,597,,,,,,true
NAVER_MAP_668fc4e5c327f95a8bacb308,7,"",계속 치료받고 있는 중입니다 친절하시고 꼼꼼하게 치료해주세요~,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,부지런한이루리,https://m.place.naver.com/my/66627d3a268665fb6d72a863/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=668fc4e5c327f95a8bacb308&v=2,2024-07-08 00:00:00.000 +0900,"",true,2024-09-27 23:18:01.208 +0900,2025-01-15 19:03:08.815 +0900,false,false,148860,36698,597,,,,,,true
NAVER_MAP_66af145f54443a5fe1473c62,9,"",직장상사추천으로 여기서 재신경치료중입니다. 다른 치과에서 꺼려하는 재신경치료인데 최선을 다하겠다고 말씀해주셔서 원장님 믿음이 갑니다.그리고 크랙간 치아가 있어서 여쭤봤는데 지켜보자는 말씀에 과잉진료없음이 확실합니다. 왕복 80키로지만 후회없이 다니고 있습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,lir****,https://m.place.naver.com/my/5c95656ff2b8c7eee4db5ada/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66af145f54443a5fe1473c62&v=2,2024-06-24 00:00:00.000 +0900,"",true,2024-09-27 23:18:04.944 +0900,2024-09-27 23:18:04.952 +0900,false,false,,36701,597,,,,,,true
NAVER_MAP_66851676d1cbd8da839fca94,1,"",친절해요~,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,러브아이84,https://m.place.naver.com/my/5ef5b9a28f87a842bce56143/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=66851676d1cbd8da839fca94&v=2,2024-06-22 00:00:00.000 +0900,"",true,2024-09-27 23:18:04.955 +0900,2024-09-27 23:18:04.958 +0900,false,false,,36702,597,,,,,,true
NAVER_MAP_6672c0b29c773917f886b20a,9,"",소문이 좋아서 방문했습니다 친절하게 설명해주셨고 과잉이 없어서 좋았습니다~스켈링을 했는데 꼼꼼히 조심스럽게 해주셔서 안시리고 잘 받을 수 있었습니다,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,부지런한이루리,https://m.place.naver.com/my/66627d3a268665fb6d72a863/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6672c0b29c773917f886b20a&v=2,2024-06-17 00:00:00.000 +0900,"",true,2024-09-27 23:18:04.960 +0900,2024-12-24 15:27:06.484 +0900,false,false,148766,36703,597,,,,,,true
